"Id","Predicted"
1126,4130.69826080875
49,153611.744110656
1848,91013.5726446754
5449,269263.546106997
4127,124668.495203465
1063,16639.0648131288
5432,314320.79809939
137,178714.441966548
2767,287646.711785074
2365,200303.610147207
121,356099.532646841
5187,226570.547257082
1208,123895.523251332
4262,308686.175663066
5784,218932.651688283
2427,374264.851513513
2419,97486.0238595118
1432,144757.806152626
1788,196236.984251715
153,25282.8977102811
996,195927.057341664
4544,190908.678967184
4480,196050.552527772
1881,127034.094290135
144,213853.650097896
2742,256623.77219927
2152,203196.545345766
1399,222870.497031862
2685,179334.236106519
2736,193446.09361498
931,303219.873187859
3575,215212.834237074
2229,168963.345852477
4299,427766.551133609
1809,239494.423173156
88,66749.6116957613
837,172545.954688258
2051,223937.441047814
4554,215566.143854021
2801,114195.799948735
4223,44460.4146597688
1815,72553.3467481452
4088,439963.422060564
5172,209016.965401481
2149,164408.259025438
870,131250.570314082
220,211994.183893
643,318777.116698744
432,240034.247483783
3361,288680.02502413
1344,110917.910152997
1480,150424.937289427
123,292399.363220351
3295,221124.441471802
1248,104429.103603829
5733,218391.828723447
4170,257606.094767748
5879,336371.966687557
1183,373271.891487125
1839,28045.0674903689
5265,290304.378939594
4208,167932.708516596
4749,201290.769445852
4940,276850.162797616
1595,201106.902356371
4058,303382.19804623
5024,378973.33248088
3702,156940.368105485
712,234405.390548007
5045,176503.317042732
1701,354284.158273682
2800,135704.30663936
4586,202588.530755686
2560,236183.413455611
942,171758.001999072
5464,378176.659414249
5423,319609.858964363
1829,387948.259823737
5843,252252.606653304
386,51435.4130893343
2663,232818.06835155
2888,127047.63642323
4869,311832.202953169
5411,209673.97099974
1271,114811.194082497
2107,255601.387129286
3319,150929.358339621
5388,340629.166757562
4185,250812.540565254
889,298651.617457143
3766,179471.708172094
4890,134909.442313136
5522,376449.963345026
3191,255860.129143031
1558,185039.087232723
4864,259292.718428675
2984,161896.836884341
5684,336910.23434777
1967,245140.67237973
6,-2164.19867354641
2310,257651.881286199
3045,149179.19430331
4559,215566.143854021
112,98246.3511922079
5641,209188.515680427
2719,107126.012808487
509,246214.067416844
2897,217565.85417611
3355,91369.6631231121
3391,106261.540129937
2108,125356.435856247
5624,336496.35818385
4092,287466.79073849
36,12847.2321493931
4285,397333.126816658
1459,174465.329635678
57,301136.131026301
2722,295714.132091606
2083,192800.288241347
908,122426.211662552
5458,481039.02033646
285,171324.532913582
5599,351339.146855864
2003,203160.270494286
122,285910.556671184
4741,206481.814685186
2959,204139.429066296
2754,146766.422187216
508,116886.463383801
4030,428564.422719594
806,123744.854902612
4966,170576.215388627
5009,205025.579528022
1163,176045.308781813
5401,338492.465491074
4678,210375.098614687
2770,158089.171952436
18,32534.4689669535
2559,352260.87461461
3711,381186.461580667
3365,111982.934777288
2321,36552.3305573936
5005,339417.062576713
2140,299697.667062245
3054,188868.971943313
1221,116108.955392331
3996,225690.225418938
4879,278359.075500458
1776,129020.000620516
2322,247719.270533272
5872,191444.363164055
415,69446.2032424068
2537,225528.139835841
3709,294877.205446764
5479,153220.769463028
5377,60572.8548235806
3986,248851.457698849
727,216331.471565114
2447,185386.724560156
3553,419806.10563017
1616,83849.6157913521
1414,191848.221667828
1046,207240.918965904
3674,315798.907001431
3342,218298.692282374
1106,186420.064215091
4129,234212.84969271
989,93980.1987530122
815,102223.735600278
4388,173578.95772317
2450,192314.230762821
9,39041.420222018
3303,276809.323795419
915,319264.135428269
2266,261826.017663231
972,81633.0838741892
3811,250883.310478297
52,321130.07952725
1682,65328.4837842067
4504,467561.361596358
1446,207540.682889489
4190,231336.474625512
4310,281494.607298769
3880,429307.711714501
921,67288.9161415711
3133,214461.283402926
392,146953.890130896
5450,283099.318739577
3874,245269.237380988
4799,201009.916998321
1768,183935.45824748
4733,178430.702921911
4598,198695.246826185
5416,316720.494300973
74,316480.87933137
3988,330909.6816154
4360,251740.451749768
213,10908.715127985
3389,226517.288342155
2405,109907.087172489
2491,266691.128669417
2267,155170.625522859
2283,52673.1285916829
328,338357.269854205
2236,270427.692753515
741,170231.284516122
4498,305984.152115576
518,300746.774051182
888,55749.7630987736
3447,292388.18375492
4395,254823.851560796
3987,355337.210702642
1391,225404.600509323
5218,318378.15887485
4240,144913.041864115
3430,73134.056652235
5725,375236.341459709
4014,109807.973683686
5210,427205.377238916
3014,212942.905787599
1018,140509.251002625
4267,231233.122670607
728,389826.090610774
3655,125621.458849617
598,296113.213746816
5665,288556.62487332
3545,191659.893268653
1743,167513.267867562
5489,155511.513742686
70,321671.924570704
2806,279327.031526435
2739,156457.186608066
5774,291132.562969484
308,150391.970093157
3726,234293.265897993
1113,53098.127325269
3343,229770.426481544
2414,307349.599824848
489,67088.0572431158
5330,366943.745393954
4081,254851.570469412
4027,375478.60215136
318,159275.25309828
4015,91853.2196603402
5842,221247.321860419
1396,175202.75143922
2316,199871.842448705
4346,115877.380654291
3149,157778.068152832
3928,272241.37243996
863,76654.0977579369
2834,213504.610682662
4042,119508.805451177
635,152240.236073426
5331,357826.101040118
3369,182194.613649811
2925,223166.24693821
2053,185294.572829877
2042,189763.728280191
309,101218.026962603
754,222437.901533179
4461,416973.897983869
478,24235.0312657371
3544,461427.813976017
5806,315888.638177752
2298,155504.849557396
1946,82928.0076322462
3088,78510.6536359039
4471,232246.882559991
4591,192206.440277018
3256,421251.491632595
4009,160002.487283829
1213,104429.103603829
1388,196976.506213468
752,170231.284516122
1638,217267.3330828
377,138150.413409593
4370,290522.418297675
1038,115094.847770791
3338,204484.444512659
1160,215865.067373248
5052,186576.068742821
3064,259966.815299363
4612,205184.053375353
2774,275809.339399242
1963,91749.6290594464
5186,190893.858493619
4708,199993.008136019
1823,391987.303485103
3527,229224.67179638
1923,251910.331376429
3152,153884.784223332
1609,99160.0437677198
5626,339091.880803517
2167,409536.192766623
1091,115254.578803434
2056,350478.584787675
1607,91331.4053103433
1096,73136.966979164
4430,397642.571052032
5606,297371.80015646
3100,230110.005104005
608,180158.171027551
1771,200130.268181216
5551,284675.039505656
2533,148347.837185343
2329,207746.834873526
2370,92575.831067709
4479,338078.86789103
1718,147469.511405716
3385,209394.637304461
5418,311823.291105362
1901,178173.061820844
4441,222145.644528854
4000,98342.0262095077
5587,376169.110897495
4258,334568.986657472
2782,212253.114158613
4518,316085.390146713
2781,162665.140709703
1042,184831.92569497
1186,171871.172404782
5484,266787.233615518
1071,28318.9166016303
3830,132396.677847941
1772,185705.926774587
1774,82210.0959233721
375,250978.042857514
846,257245.983206061
828,173843.715998092
5221,286894.408974595
2130,392616.858972051
1108,91186.6955778355
491,55783.9009860745
875,125302.58672975
1567,252831.939535535
557,168759.17168658
4709,211672.85992452
37,30955.8552095888
1001,322124.587940299
5428,110735.533963528
589,109295.128974735
2680,142272.16400504
5396,267068.086063049
284,143982.969827809
4932,276697.21035431
3329,201221.461249354
4137,110544.030098457
4516,305703.299668045
1264,113513.432772664
3471,95999.0034673837
2182,112126.456641429
4298,326831.396765886
5258,344601.501503575
2764,239938.290385611
1997,183899.117311237
2363,222454.127993645
2026,92748.3932158517
1675,257461.279879806
62,315183.118021537
3925,388254.413618676
3757,394478.29027548
5414,272259.131302383
1212,109620.148843163
1347,118704.478011998
3681,132664.54069928
914,66253.8625733719
2366,105627.392600198
2633,123795.108205304
5759,339250.630131574
2251,146701.372836092
1973,206171.752034358
5698,378483.781069631
1431,89620.5106316455
2938,204139.429066296
4179,34359.176628632
1540,251438.450976881
4122,213448.668735374
3836,120422.984015716
4356,279610.375759499
5246,428338.67225266
2939,219712.564784298
4791,261903.871285208
4411,124712.903578803
1454,85727.226702145
3219,413081.538042731
1990,76158.3486355474
178,134821.983348072
3374,188683.420198978
1746,168811.029177396
5852,173896.594198439
2437,54444.2974296523
2418,99524.9966938211
5066,191455.563388682
5409,320907.620274197
5884,266075.180887902
360,323801.042998505
69,313885.356711703
1000,360935.034100365
5694,295161.111028249
402,51726.9806481954
3300,223770.850471518
5878,277612.82949959
1831,381459.45327457
4625,175835.180302244
5390,266090.092692901
176,324541.067057767
568,14790.7988328591
5134,459075.973864695
5577,67601.0414077177
4038,363798.750362859
4374,108336.763312822
4597,210375.098614687
2380,288393.968424472
3019,216396.587941511
1122,389257.221358197
1144,147318.843056997
3032,211205.542702177
4378,285963.918179403
1935,193418.666929887
4564,210375.098614687
5776,227476.157892282
5848,175194.355508272
2237,192974.639761056
3372,108089.650847788
4429,444617.603182552
445,240034.247483783
522,353595.274863259
4779,329522.220088749
3863,296911.023171368
4726,209077.337304853
3473,105041.244602353
3316,177284.420858008
5809,319781.922107253
4383,239377.200288041
5213,319258.136619358
1458,97407.0784906466
4532,342962.78585091
2282,139931.713839394
5092,328904.170683255
4484,327993.949004084
600,163873.4097005
5208,343584.592641272
1316,122597.761941498
5220,170469.714460804
1561,199452.53830912
3755,279365.488870968
5297,201109.276127592
1509,368638.583498363
2478,106707.789059384
2521,147008.005277134
4113,389232.796438954
5312,427244.260960508
1882,198304.428915967
1228,112215.67146283
3943,390609.6085653
1810,245983.229722324
4064,131438.154200164
5269,163962.76320574
5516,376598.045656885
3275,272902.204602498
3922,236967.229412709
790,206864.765815177
1453,234269.496372832
3543,300910.808028692
2175,322902.782293312
3787,282916.501210731
4226,418004.013076727
4495,483372.055090737
3381,211322.699280491
3171,233881.438264644
5206,287768.212502914
5124,440581.777322886
1348,121300.000631665
4977,271696.928070111
523,354893.036173092
5748,298186.247501791
4006,167789.05514283
2211,89924.3606724318
2226,235854.405049718
2629,285314.990974326
3096,291275.974189421
4691,205184.053375353
1239,103131.342293995
458,254309.621891952
3268,229112.055494514
1102,103574.727014933
909,214092.542591256
1601,186600.385391419
479,126525.929266614
1608,264178.793497842
1996,199472.253029239
4918,263922.058772946
2075,148639.889857501
4320,290578.936467603
1356,173809.079504727
3725,240782.07244716
856,77951.8590677704
2254,119805.48735287
2753,150659.706116716
3331,199923.699939521
5164,323432.27299639
2342,146139.66794103
2115,245315.023899438
4681,202588.530755686
5175,387215.104307121
4560,207779.57599502
4476,302657.474053416
4758,205184.053375353
4004,216605.896250103
260,17887.6275743915
397,56918.0258875295
5219,131859.618184907
4703,211672.85992452
2914,263567.782715678
2664,426115.0371223
1413,125572.238952655
5018,320381.546409483
2185,278442.967681385
4895,176019.626744445
3920,308310.022512339
2622,306962.246449494
792,230224.46939218
495,307620.086083714
4615,194801.962896685
1766,381886.065453966
2173,195673.514335627
2546,371967.621935156
3222,392457.81742047
4922,345960.736453227
158,50928.8418653207
4332,318787.413694203
4440,132218.618990273
1570,154693.227102667
4273,233828.645290274
334,356187.228217619
1506,187337.807194961
1949,246780.705279301
3511,393357.748414516
5511,114366.169006393
2586,145828.564141426
1060,259410.416090147
3038,94182.5975280335
4828,271203.913591043
4851,123510.442972166
1211,118704.478011998
1624,109423.20450739
1801,189599.210704088
3564,134261.299162542
1612,72169.7640028505
2625,235558.136845071
4493,458480.78343765
2785,355513.402832536
4112,263862.888521789
573,123570.503382904
2174,283634.012920719
2968,223605.848713798
450,251714.099272285
4930,392893.680549882
904,171600.154793106
3831,125309.25091504
1369,94075.4994562085
4056,326505.609438773
1917,166493.210032342
5427,315004.949425814
56,34446.2776956278
3528,99611.4349493529
2260,198701.981143097
4132,203964.503244823
1697,360249.186979531
723,197731.49753051
1650,267791.224979812
2131,387425.813732717
2679,250118.57923326
4268,406676.831972133
813,122987.916557614
2561,335972.242320904
3805,240359.044589185
1603,97862.2824578863
2831,213065.008907073
4059,228758.267604514
5583,372861.96266878
3599,231169.804452886
832,173843.715998092
1240,105726.864913663
5069,386479.04789235
559,175834.113936533
650,189547.783449639
1262,110917.910152997
1080,69874.1812691755
5109,118145.948671801
2150,141946.480436552
4204,233730.951081468
2525,156134.405044344
1155,71558.3532217992
3779,417244.474195136
2516,81607.4823774363
5287,324877.66664339
189,355537.827751779
1931,308787.573948367
1536,207876.56135307
700,166410.474942543
5048,153143.613465729
1405,124631.579666103
1758,355529.454548917
3244,227894.100468501
161,86768.3010347254
2401,99082.8411777727
2351,130566.532223028
3749,129483.387292072
1253,113513.432772664
1628,89999.4671411865
3931,453016.334965284
5368,185342.909990242
2315,102014.961118229
129,3683.85216404647
520,147891.748176686
3682,270686.008221635
5323,49989.9269829903
2081,45808.1688917878
1711,197666.63101062
1440,120100.34126579
1883,143670.380912424
1336,118704.478011998
4351,447774.830697281
4426,276526.411711839
3722,246181.495778105
45,61839.4189039586
4324,126726.238820549
2585,308770.796006454
3029,233707.086744935
4318,91746.7187325175
3624,226611.833578044
5749,277624.528061426
3926,251827.744984679
5547,158130.962254831
528,132037.760011153
1449,107080.657569079
4345,272336.673143156
3877,237624.844932431
4235,269789.990175894
288,161230.629927835
5708,377186.019759797
2858,197931.47496466
3609,408369.179237456
193,354240.066441945
3435,179859.061547448
2829,207873.963667739
652,46491.0824102306
5027,263818.450836409
506,402427.550558382
1654,256068.779215196
4,333855.633727545
3889,400405.391929585
2059,221838.484012679
3781,311467.250027068
2183,210431.24225331
5790,484192.211984078
883,216685.151398782
4669,170644.13506291
4990,346084.263733422
2630,130283.914754471
5628,271416.573959789
4290,394737.604196991
3121,148974.591431529
3416,112999.84363959
4400,127340.286239389
551,91000.0305115804
4337,318787.413694203
503,109915.002756083
5584,378912.71582902
4642,211672.85992452
2918,324439.228809501
4690,199993.008136019
3306,327027.597910526
4745,193504.201586851
2170,267545.593444818
3486,199801.567092417
5329,321443.599557591
486,238245.967750425
4850,184087.047050977
1643,143634.396362501
2272,363708.409515136
3600,249130.345201224
1565,194466.75953424
1980,82647.1551847149
1688,183133.988262691
5713,379069.916770416
1524,84130.4682388833
5162,263381.953771369
5565,250677.141868857
3590,418087.03153773
3081,155744.250428228
1731,146171.750095883
1128,190154.612573742
2527,160784.627318842
330,347925.611412486
4710,210375.098614687
4688,205184.053375353
2717,145392.411301633
538,247460.912078741
2846,210909.088062995
435,246523.054032951
2113,62398.2134720921
5553,247904.118756563
3588,303225.478200827
222,167992.953879144
1722,264380.595128861
3233,122748.854412478
5726,219689.590033281
2326,169358.384874914
1750,170108.790487229
1533,98143.1349054176
2032,125561.038728029
5317,254252.115284057
2186,204757.843504462
3011,235355.401556823
141,93537.9600314242
5581,290250.918236446
3034,219782.005336542
4974,281263.790004887
3225,292180.657882402
2891,261314.531685748
4214,241312.504826626
28,313624.36411578
4241,216780.247769812
5434,306629.957489209
2617,149041.823001738
362,350715.330530754
370,311769.620241425
4195,126983.165375601
855,197169.792635448
757,219842.378913512
317,141485.141416948
711,287992.128304883
3482,184769.254339251
414,46395.7817070342
2816,376114.665880444
4178,38336.6366258624
4373,141755.814349385
558,159674.842517746
4893,149075.97801652
799,218544.617603678
953,119549.836595354
246,83611.073519996
1138,70260.5919119657
515,236061.912737771
5710,362910.645351629
3638,305540.148372963
2942,241774.507051467
447,247590.879543189
614,58311.0879005593
5614,312842.812563123
1327,104429.103603829
3470,156575.607546195
2215,280715.043877407
3304,401929.026089388
5369,259973.727714089
5264,361472.39853141
4477,194752.791217939
1168,82788.769266843
5589,378764.633517162
3729,36859.3985451027
3594,400040.766335
2397,201697.282081699
4795,201009.916998321
1352,110917.910152997
1450,94811.5558709796
203,139554.675647249
5063,328598.887430001
2324,244735.68733007
5865,263932.458441805
4826,256138.131554619
2634,223146.444174288
5373,285117.53427253
2269,198269.792422602
2592,117432.078279977
905,70147.1465028724
3194,253264.606523364
4578,170644.13506291
986,78407.0630350101
1466,175310.290771942
2118,266079.204856775
1575,383117.117848446
4778,92141.0754441412
1452,148110.267117291
4082,368708.943154662
3261,442974.73392551
5383,328124.470619818
1085,348823.460811443
368,314365.142861092
2514,230422.382417745
2844,205718.042823661
2804,157267.496540069
3562,108414.911670656
5138,284155.781020945
2368,196787.089289897
1767,367610.691045797
2133,253551.071484181
2902,379022.855709927
4954,167812.109473034
756,181911.136304624
4008,208819.328391102
234,332711.020647631
4967,113797.460775061
5311,275614.075251332
2262,88968.5546954445
2655,223299.396617594
4131,123675.512233642
5488,175020.003988564
4540,212970.621234354
2519,107443.845474155
512,59153.645243153
5742,283344.95266607
3069,222096.936010957
5088,181413.509834535
3659,234431.94293508
3463,236995.289445483
3068,232986.380171203
3672,119218.94669677
2369,261713.79249391
5339,336410.003092527
4355,311450.325560944
1512,355660.970400028
5758,354769.332094095
4446,315349.333731942
798,171529.045825956
4620,196099.724206518
3884,82866.144868914
4427,252219.239824778
3185,242106.984191519
2987,229113.82051554
340,48658.1093553917
3169,273460.99568542
5470,318286.372042861
669,54399.6592651618
3326,148333.835719954
4437,203577.149869469
892,281780.720429307
2438,312438.187224192
3806,228679.192800683
1438,101300.362420147
4882,249368.724908532
5270,329631.398483955
2094,202733.672072097
425,242629.77010345
3613,131941.473880701
4242,237544.428727148
2903,209095.886643884
1993,127139.652485394
5541,314861.028096077
1502,141996.466451863
5193,277329.797570579
5600,353223.043866482
2850,212206.849372828
3006,282753.349915649
1152,139132.438876279
3733,275166.587159563
1780,137347.391444353
5545,289663.623228019
1886,374205.781888424
3878,31922.7199110861
4671,193504.201586851
3976,226146.794774948
3664,237169.640965191
3177,421474.496553403
574,246970.393655216
3246,221783.840575671
5165,264679.715081203
4391,445281.773138326
923,162693.326116898
3572,273281.240825836
2889,141013.672052819
877,302202.964325557
1412,161768.568984874
2565,208920.779656867
5654,472793.212643108
3611,386822.825563622
2520,232792.478238185
1489,221135.026898936
1694,356879.680893349
100,249656.167316022
4761,193504.201586851
4508,217290.819382575
5231,366337.564035209
1149,104633.70647561
2489,242889.500736832
3453,365843.76831209
4835,267102.251569932
5305,149865.264536112
5526,358136.225584818
966,165007.996289034
55,302961.421189581
3698,303961.534615598
4021,268623.495128256
5525,324494.326144497
903,258242.622244762
1418,137934.775568922
4371,325152.88839317
3536,277551.104451689
217,158687.359868396
1267,100535.819674328
2728,205701.816924295
5517,338769.700552666
4233,426749.642271307
3924,279315.533794416
4106,423756.763211123
4800,195818.871758987
1796,181330.289335573
4908,399158.367949375
668,137684.009217726
1852,124088.925898487
3823,260610.360303863
3108,151570.114051196
4644,210375.098614687
1837,378863.930654903
1539,229814.507548269
5598,282384.800139242
1710,208665.657992516
2383,103544.057247162
3647,395744.236823029
1357,145715.398861655
194,343857.975963277
5459,113349.260144091
1841,251623.754687399
2314,360832.034447938
5047,268856.682370471
5145,316943.466447222
935,360339.43802067
1623,244764.519229002
2035,95039.1374955089
2487,209492.13084417
623,236264.856752903
3541,253016.294085334
323,205960.581311073
831,175141.477307925
5575,67516.8653399879
2129,199006.458758836
1948,150239.385545092
3199,261051.174382365
4483,221464.955759606
4550,199993.008136019
2384,199679.414566993
2725,141499.127372132
3001,236156.597282125
4229,263301.183626726
1312,107024.626223496
2074,146044.367237834
3706,396761.145685331
1029,84615.0171366464
943,200834.07704539
1381,68382.9810011728
5859,172598.832888605
3153,242265.785133583
3272,139076.191251148
247,60917.8107448527
3939,457238.908109052
4211,226990.390522442
5682,384972.587618798
3777,303680.682168067
2548,275152.333800983
440,241332.008793617
2708,328284.428939039
3076,245106.086085905
543,246163.150768908
896,128374.195246884
2505,209281.438388219
3634,384062.836647865
2286,211398.741793901
2125,223872.301737283
2378,232898.979166008
4449,397889.247457947
2721,244844.267644924
1370,176324.795840574
4096,251398.140666112
1957,147643.862925425
3214,291731.178156661
1003,164096.843175306
429,254079.686092357
2029,348354.188690415
3469,97296.7647772172
3211,217541.108427506
5251,281653.854661596
4777,208047.241313728
3379,211322.699280491
5371,156464.935008104
151,204769.320929062
2137,97096.881112592
1010,328085.865636021
201,161282.882488063
2542,285534.424279651
2710,195864.11574202
2420,62212.6617277572
1482,201103.729268295
1953,103429.480847948
1813,67362.3015088112
1380,117125.864254633
823,122372.840075547
4725,177132.941612078
3456,111171.73292174
4539,239649.246016556
184,64694.4655519354
3254,245857.744692328
1075,378007.732759219
2842,210909.088062995
1913,169088.732652009
1613,189195.908011086
5657,340826.95551212
3165,245121.435926945
1699,367261.771372017
1241,123895.523251332
932,190152.908130865
4149,162036.305008434
452,271180.518919787
2480,248362.44086811
3158,284225.462745191
5782,281315.350473955
2325,145199.008654477
1107,150372.718616822
5232,163938.837313261
110,247060.644696355
4404,145630.953572989
401,53287.4496996632
2033,335376.57559208
4998,363567.689895834
1384,195246.826191683
3724,225924.920852959
3087,224780.883196443
4916,318347.728684878
5032,54804.8190715967
4652,198695.246826185
2406,118991.416341324
4841,48422.5134502519
4665,190908.678967184
839,171248.193378425
2884,121115.37965942
5722,326273.017033239
4448,392698.202218613
1934,260994.660545263
2656,229788.203166762
3758,398371.57420498
749,226331.185462679
188,285348.851776121
5627,283416.193687977
4692,205184.053375353
218,48178.9794956733
561,166163.649066913
1671,239292.621542137
4855,302016.718341842
2072,90907.0717168527
1739,41285.329475339
4309,226881.485800949
1229,97940.2970546615
482,254028.769444421
4763,166750.85113341
2442,187982.247179823
444,242629.77010345
5460,113349.260144091
5597,219970.442480812
1181,237646.157192887
138,178714.441966548
1273,97940.2970546615
3033,205156.337928598
1361,127150.85271002
3386,372613.427308788
2933,206734.951685963
4963,169278.454078794
620,58311.0879005593
5430,288927.566813248
2241,218602.205681437
2069,207129.304713673
5797,288464.463148007
1332,100535.819674328
3916,417980.530609907
4005,184302.850147385
981,360582.363416457
3378,283584.707033616
42,180092.296537306
5433,258847.914130294
2252,159138.162969592
2290,206207.696554567
5849,257443.651892638
5372,252233.899751104
2256,184195.464178145
1680,83121.4465904154
539,246163.150768908
3646,455675.06384162
1610,120912.647256311
3487,254938.520983925
603,221982.697565939
5773,161462.541289269
5502,268982.693659466
4366,144614.044710686
4036,235871.269733895
4526,274312.829592343
3778,292000.830379566
1519,330221.332796693
4097,221110.028764353
5095,111657.142122633
4589,169346.373753077
2946,208890.872530041
15,48974.0749572283
779,209460.288434844
1636,35910.686165882
3189,284286.881887397
4617,179728.464231745
5461,372837.531863057
302,250032.320466749
1582,369655.492360665
5574,68772.5386159565
788,172826.807135789
845,279695.986056767
4887,309298.099475708
1314,117406.716702164
209,113199.613128862
3917,233073.945483209
5127,281718.993972127
5671,300865.021510241
2232,231617.507978992
424,237229.058888123
3492,137418.526677271
4834,231831.21201817
760,178017.852375123
4055,242289.916291482
1994,148586.518270495
1922,169266.233144635
5680,347292.324826438
5761,418276.001626863
4282,241471.254154684
4278,387332.80545957
2473,287551.411081878
4396,270758.059385792
3101,213678.96220237
4033,289045.404495855
3298,442368.343273839
5858,272472.398314246
4503,257288.442446918
4336,425862.399172104
2900,306321.490737919
1773,212707.703328361
4813,143705.426147773
2899,267365.339396358
2295,145122.759078728
4861,131297.010831167
5539,360224.910636769
2595,258000.584325616
816,189263.899272788
4485,348967.795937413
358,323801.042998505
4095,242313.811497277
1423,29247.528097006
4093,244548.26200995
2618,252994.954300459
4878,148408.714926199
4497,259298.823902784
4915,344017.130823815
910,66547.7046170953
3168,114688.863700513
5085,400372.653178938
794,215949.094984011
5097,294282.398883076
2135,112407.30908896
1714,95468.5614692384
2199,205854.558650584
5010,282826.773525386
4624,161559.805894076
550,117288.295764035
2673,367702.907185469
738,174124.568445623
4844,455375.846811947
76,313885.356711703
2205,192876.945552249
3551,415138.838234155
3143,371996.946485017
5342,188249.983203382
2624,134177.198683972
3689,186241.367168793
2076,191325.026438887
5376,146890.806365462
3354,229544.999682317
4071,273533.687920059
1032,193783.56560116
3577,102615.912520274
2620,251697.192990625
154,307317.499346024
1288,122597.761941498
93,311642.504775944
1252,114811.194082497
947,41375.5805164775
5798,398428.551903757
282,242506.335231678
5616,318473.459578046
3832,227067.037545284
3310,273825.740592217
